target_id	length	eff_length	est_counts	tpm
AAL41252.2	159	40.4258	15	41.8754
AAK86047.2	675	467.853	165	39.8016
AAK86048.1	189	54.7638	626	1290.05
AAK86049.2	1098	907.134	401	49.8883
AAK86050.1	876	741.916	142	21.6003
AAK86051.2	1374	1236.15	243	22.1851
AAK86052.1	318	140.496	717	575.946
AAK86053.1	459	252	102	45.6798
AAK86054.1	894	704.544	62	9.93137
AAK86055.2	897	712.719	260	41.17
AAK86056.1	408	233.747	109	52.6267
AAK86057.1	1827	1503.95	418	31.3667
AAK86058.1	870	660.46	240	41.0101
AAK86059.2	612	388.469	160	46.4824
AAK86060.1	402	203.461	92	51.0309
AAK86061.2	582	342.348	23	7.58203
AAK86062.1	519	337.612	54	18.051
AAK86063.2	1074	870.8	21	2.72161
AAK86064.1	1098	918.027	37	4.54854
AAK86065.1	1104	970.001	795	92.4955
AAK86066.2	408	242.541	1660	772.412
AAK86067.1	984	742.23	62	9.42711
AAK86068.2	516	324.222	477	166.036
AAK86069.2	789	569.163	87	17.2508
AAK86070.1	423	204.317	4019	2219.93
AAK86071.1	204	62.9586	533	955.427
AAK86072.1	405	218.896	634	326.872
AAK86073.2	879	708.16	107	17.0521
AAK86074.2	1050	835.348	139	18.779
AAK86075.1	2424	2082.33	1450	78.5859
AAK86076.2	1002	779.458	138	19.9808
AAK86077.1	891	659.511	442	75.6355
AAK86078.1	444	232.968	872	422.422
AAK86079.2	951	698.537	881	142.335
AAK86080.1	984	823.944	36	4.93095
AAK86081.2	561	374.119	31	9.35142
AAK86082.2	984	786.547	263	37.7361
AAK86083.1	354	170.803	208	137.434
AAK86084.1	243	86.6272	115	149.82
AAK86085.2	1599	1326.53	626	53.2579
AAK86086.2	1203	1053.32	243	26.0359
AAK86087.1	708	546.573	59	12.1823
AAK86088.2	486	275.363	75	30.7384
AAK86089.1	864	654.929	273	47.0429
AAK86090.1	1239	1012.33	651	72.5748
AAK86091.1	477	267.036	44	18.5955
AAK86092.1	348	165.595	56	38.1651
AAL41299.2	396	249.562	3297	1490.96
AAK86093.1	888	755.635	2241	334.7
AAK86094.1	579	395.764	395	112.638
AAK86095.1	489	307.053	259	95.1946
AAK86096.1	1578	1451.72	455	35.3715
AAK86097.1	639	390.386	78	22.549
AAK86098.1	450	283.326	352	140.211
AAK86099.1	453	275.14	124	50.862
AAK86100.1	1095	819.713	237	32.6296
AAK86101.1	1122	948.126	376	44.7556
AAK86102.1	1542	1467.58	257	19.7632
AAK86103.2	1278	1106.58	3742	381.632
AAK86104.1	1290	1068.16	174	18.3839
AAK86105.1	369	183.921	49	30.0669
AAK86106.1	873	667.625	134	22.6516
AAK86107.1	981	797.008	95	13.452
AAK86108.1	693	477.378	203	47.9909
AAK86109.1	807	528.772	144	30.734
AAL41317.1	231	78.8581	3458	4948.85
AAK86111.2	981	746.976	276	41.6992
AAK86112.1	288	117.128	255	245.701
AAK86113.2	708	501.374	284	63.9266
AAK86114.1	597	403.816	311	86.9166
AAK86115.1	594	413.15	941	257.044
AAK86116.2	1119	863.123	562	73.4834
AAK86117.2	942	740.194	218	33.2381
AAK86118.1	369	183.921	66	40.4983
AAK86119.1	561	321.204	40	14.0542
AAK86120.1	1299	1127.32	43	4.30474
AAK86122.1	882	632.237	152	27.1325
AAK86123.2	843	623.685	83	15.0189
AAK86124.1	1101	933.068	28	3.38665
AAK86125.1	513	314.552	195	69.9628
AAK86126.2	960	755.089	246	36.7674
AAK86127.2	1533	1304.66	258	22.3176
AAK86128.1	969	702.485	590	94.7852
AAK86129.2	618	424.837	47	12.4854
AAK86130.1	471	236.3	140	66.8636
AAK86131.1	1584	1214.25	182	16.9156
AAK86132.2	1206	951.484	647	76.7412
AAK86133.1	375	204.705	575	317.004
AAK86134.2	915	731.808	334	51.508
AAK86135.1	1575	1291.6	1030	89.9985
AAK86136.2	777	574.402	249	48.9226
AAK86137.2	897	688.331	148	24.2655
AAK86138.2	762	504.682	1092	244.192
AAK86139.1	267	102.48	406	447.109
AAK86141.2	1563	1331.36	919	77.9017
AAK86142.2	1200	1052.23	172	18.4478
AAK86143.2	645	426.292	139	36.7988
AAK86144.2	717	507.876	253	56.2197
AAK86145.1	1092	940.505	1486	178.313
AAK86146.1	636	373.435	651	196.74
AAK86147.1	462	290.53	794	308.428
AAK86148.2	573	402.667	7695	2156.7
AAK86149.1	1545	1319.54	359	30.7042
AAK86150.1	810	558.751	459	92.7086
AAK86151.2	564	411.613	1306	358.08
AAK86152.1	708	452.766	1960	488.549
AAK86153.1	954	663.47	590	100.359
AAK86154.1	303	128.399	98	86.137
AAK86155.2	357	173.467	212	137.926
AAK86156.1	930	727.57	242	37.5376
AAK86157.2	861	654.009	238	41.0695
AAK86158.1	489	268.835	162	68.0072
AAK86160.2	2241	2002.79	796	44.8542
AAK86161.2	882	681.471	563	93.2367
AAK86162.2	2652	2319.34	1455	70.7986
AAK86163.2	2829	2525.46	1480	66.1374
AAK86164.2	1590	1414.48	173	13.8031
AAK86165.1	405	192.071	45	26.4409
AAK86166.2	1065	757.259	206	30.7007
AAK86167.1	492	271.52	355	147.554
AAK86168.1	564	329.249	547	187.494
AAK86169.1	669	464.741	430	104.42
AAK86170.1	495	306.678	169	62.1912
AAK86171.1	429	209.017	171	92.3295
AAK86172.1	795	626.147	64	11.5353
AAK86173.2	1368	1212.06	1332	124.024
AAK86174.2	1056	840.345	4375	587.551
AAK86175.2	507	284.117	1930	766.629
AAK86176.2	1143	855.401	2806	370.206
AAK86177.1	1590	1411.8	498	39.8089
AAK86178.2	420	247.085	638	291.407
AAK86179.1	1263	1067.04	1171	123.852
AAK86180.1	699	448.73	116	29.1742
AAK86181.1	900	683.858	367	60.5655
AAK86182.1	1233	987.593	2010	229.691
AAK86183.1	513	272.115	42	17.419
AAK86184.1	936	748.862	144	21.7013
AAK86185.1	801	574.073	127	24.9668
AAK86186.1	597	438.595	155	39.8835
AAK86187.1	1197	931.17	232	28.118
AAK86188.2	855	590.653	239	45.6658
AAK86189.1	921	705.931	260	41.5659
AAK86190.2	2328	2213.39	1155	58.8911
AAK86191.2	945	705.594	141	22.5523
AAK86192.1	426	200.26	124	69.88
AAK86193.1	258	96.3051	2483	2909.73
AAK86194.2	597	316.757	675	240.493
AAK86195.2	714	507.792	281	62.452
AAK86196.1	918	688.563	140	22.9462
AAK86197.1	885	621.128	348	63.2301
AAL41403.1	141	32.4622	11	38.2419
AAK86198.1	378	192.012	972	571.299
AAK86199.1	654	439.893	660	169.326
AAK86200.2	1800	1599.81	765	53.9658
AAK86201.2	384	190.59	160	94.7427
ABW89718.1	138	31.3594	58	208.731
AAL41408.1	273	106.624	390	412.795
AAK86202.2	2049	1836.63	1702	104.584
AAK86203.1	1476	1267.38	553	49.2429
AAK86204.1	102	20.7393	98	533.283
AAK86205.2	813	592.679	237	45.1288
AAK86206.2	1032	788.645	9	1.28791
AAK86207.1	927	764.786	49	7.23072
AAK86208.1	822	607.361	12	2.22977
AAK86209.1	1293	1205.39	37	3.46416
AAK86210.2	801	551.192	9	1.84275
AAK86211.2	1497	1234.67	313	28.61
AAK86212.2	1323	1074.89	722	75.8054
AAK86213.1	1038	781.886	75	10.8254
AAK86214.2	1038	894.555	71	8.95729
AAK86215.2	699	428.783	111	29.2154
AAK86216.2	927	720.242	312	48.8879
AAK86217.2	966	775.911	68	9.8906
AAK86218.1	729	533.39	70	14.8108
AAK86219.1	1626	1349.78	618	51.6716
AAK86220.1	1713	1521.89	1095	81.2001
AAK86221.2	1050	845.823	873	116.482
AAK86222.2	1017	868.097	833	108.293
AAK86223.1	1677	1465.43	68	5.23684
AAK86224.2	2190	2016.48	149	8.33907
AAK86225.2	864	657.545	577	99.0321
AAK86226.2	408	244.403	961	443.754
AAK86227.2	243	86.6272	1324	1724.88
AAK86229.2	159	40.4258	263	734.215
AAK86230.2	963	674.604	872	145.879
AAK86231.2	1200	1005.68	955	107.169
AAK86232.1	882	643.846	1025	179.667
AAK86233.1	1302	1162.89	433	42.022
AAK86234.1	1035	903.934	231	28.8404
AAK86235.2	1485	1230.52	37	3.39343
AAK86236.1	1323	1044.18	117	12.6455
AAK86237.1	816	589.344	216	41.3628
AAK86238.1	726	515.708	170	37.2024
AAK86239.1	684	462.627	119	29.0297
AAL41446.1	582	388.255	3357	975.799
AAK86240.1	249	90.329	29	36.2323
AAK86241.1	1200	1015.12	529	58.8115
AAK86242.1	918	645.466	542	94.7658
AAK86243.2	990	870.496	215	27.8739
AAK86244.2	393	205.53	1763	968.06
AAK86245.1	1185	906.649	591	73.5655
AAK86246.1	1113	899.136	319	40.0397
AAK86247.1	2157	2350.67	2724	130.78
AAK86248.1	681	520.836	1034	224.05
AAK86249.2	1029	826.181	522	71.3052
AAK86250.1	906	710.289	88	13.9821
AAK86254.1	234	80.8023	20	27.9339
AAK86255.2	423	190.973	26	15.3648
AAK86257.1	696	647.421	784	136.664
AAK86258.1	300	126.077	9	8.05623
AAK86260.1	498	237.815	17	8.06743
AAK86261.2	1146	858.353	26	3.41848
AAK86262.1	552	288.133	8	3.13345
AAK86263.2	582	366.102	27	8.32314
AAK86264.1	294	121.421	3	2.7884
AAK86265.2	1221	967.098	47	5.4847
AAK86266.2	567	341.024	51	16.8776
AAK86267.1	570	342.016	33	10.8891
AAK86268.2	813	558.065	67	13.5493
AAL41471.1	606	369.749	121	36.9321
AAK86271.1	747	507.854	57	12.6666
AAK86272.1	552	366.454	47	14.4745
AAK86273.1	666	402.685	36	10.0893
AAK86274.1	2202	1894.85	328	19.5355
AAK86275.2	1740	1512.1	79	5.89622
AAK86276.1	369	190.591	271	160.47
AAK86277.1	465	307.311	66	24.2377
AAL41479.1	213	67.8377	12	19.9634
AAK86278.2	1161	981.942	180	20.6877
AAK86279.2	642	399.575	72	20.3357
AAL41482.1	318	140.496	155	124.507
AAK86280.2	324	145.388	8	6.20995
AAL41484.1	459	287.747	671	263.17
AAL41485.1	360	176.081	2074	1329.3
AAL41486.1	147	34.9443	16	51.6736
AAK86281.1	414	270.58	5317	2217.67
AAL41488.1	279	110.874	695	707.428
AAL41489.1	261	98.271	486	558.132
AAK86283.2	240	84.6598	1525	2032.91
AAK86284.2	558	360.331	174	54.497
AAK86285.2	915	715.188	83	13.0974
AAK86286.2	546	348.181	431	139.701
AAK86287.2	705	488.367	244	56.3857
AAK86288.1	726	507.599	700	155.634
AAK86289.1	324	145.388	912	707.934
AAK86291.2	1548	1473.2	371	28.4208
AAK86292.2	762	552.725	704	143.744
AAK86293.2	1203	1020.1	409	45.2485
AAK86294.2	1296	1067.63	446	47.1454
AAK86295.1	753	538.976	900	188.451
AAK86296.1	651	416.921	175	47.3708
AAK86297.2	651	462.914	272	66.3123
AAK86298.2	354	170.803	39	25.7688
AAK86299.2	1092	823.994	80	10.957
AAK86300.1	498	293.33	76	29.2404
AAK86301.2	267	102.48	48	52.8602
AAK86302.2	837	609.348	41	7.59354
AAK86303.2	612	409.97	204	56.157
AAK86304.2	642	469.379	19	4.56831
AAK86305.2	462	239.222	338	159.456
AAK86306.2	504	296.934	62	23.5645
AAK86307.2	2379	2172.47	553	28.7274
AAK86308.1	729	485.756	210	48.7895
AAK86309.2	438	257.848	572	250.356
AAK86310.2	792	577.402	137	26.7774
AAK86311.2	927	667.909	43	7.26568
AAK86312.2	3747	3533.84	2521.57	80.5284
AAK86313.1	282	113.116	1342.43	1339.35
AAK86314.2	1797	1592.57	4272	302.733
AAK86315.1	1209	924.497	635	77.5165
AAK86316.1	2217	1984.04	482	27.4172
AAK86317.2	432	234.583	151	72.6452
AAK86318.1	207	64.4643	22	38.5149
AAK86320.2	588	413.66	193	52.6549
AAK86321.1	345	163.04	103	71.2966
AAK86322.1	282	113.116	25	24.9425
AAK86323.2	486	299.012	102	38.498
AAK86324.2	1644	1495.77	356	26.8602
AAK86325.1	336	155.294	90	65.4053
AAK86326.1	2919	2820.39	757	30.291
AAK86327.2	378	213.478	347	183.444
AAK86328.2	1707	1469.79	2167	166.391
AAK86329.1	300	126.077	1101	985.546
AAK86330.1	366	181.303	540	336.135
AAK86331.2	2214	1788.7	2359	148.839
AAK86332.1	909	636.889	503	89.1312
AAK86333.1	1056	785.222	842	121.017
AAK86334.1	390	201	595	334.076
AAK86335.1	546	363.862	1461	453.147
AAK86336.1	384	220.394	288	147.475
AAK86337.1	1701	1510.16	2534	189.37
AAK86339.2	681	463.843	2036	495.374
AAK86340.1	756	561.858	2933	589.13
AAK86341.2	1848	1724.74	1972.59	129.074
AAK86342.1	3510	3298.28	435	14.8842
AAK86343.1	429	243.49	2321	1075.77
AAK86344.2	1167	966.774	636	74.2434
AAK86345.1	1032	776.786	310	45.0387
AAK86346.2	753	538.254	92	19.2897
AAL41550.1	411	221.997	106	53.887
AAK86347.1	624	450.086	240	60.1785
AAK86348.2	300	126.077	177	158.439
AAK86349.2	489	282.29	283	113.14
AAK86350.1	474	248.59	57	25.8772
AAK86351.1	1299	1015.58	195	21.6693
AAK86352.2	441	247.706	175	79.7309
AAK86353.1	1293	1144.74	247	24.351
AAK86354.1	267	102.48	383	421.781
AAK86355.1	942	688.075	1131	185.504
AAK86356.2	963	803.322	4573	642.447
AAL41561.1	258	96.3051	440	515.619
AAK86357.1	921	732.837	31020	4777.05
AAK86358.1	738	485.859	207	48.0824
AAK86359.1	501	293.665	197	75.7075
AAK86360.1	720	569.79	1180	233.718
AAK86361.1	537	336.669	510	170.959
AAK86362.1	1122	862.372	525	68.7053
AAK86363.2	489	282.349	204	81.5398
AAK86364.1	789	670.627	905	152.298
AAK86365.1	339	157.817	156	111.557
AAK86366.1	420	224.09	55	27.6991
AAK86367.2	393	217.639	548	284.165
AAK86368.2	405	278.514	479	194.095
AAK86369.1	1422	1072.81	544	57.2269
AAK86370.1	735	461.606	105	25.6711
AAK86371.2	636	440.885	158	40.4443
AAK86372.1	873	683.327	761	125.684
AAK86373.2	960	712.859	855	135.359
AAK86374.2	540	254.156	1433	636.315
AAK86375.1	1044	789.694	811	115.901
AAK86376.1	1083	965.53	545	63.7025
AAK86377.1	438	233.254	331	160.149
AAL41583.1	213	67.8377	145	241.225
AAK86378.2	1293	1127.15	1965	196.747
AAK86379.1	657	389.288	685	198.584
AAK86380.1	1302	1108.63	801	81.5403
AAK86381.1	1281	1067.16	1658	175.34
AAK86382.1	1350	1119.48	3012	303.644
AAK86383.2	444	224.964	398	199.662
AAK86384.1	672	519.485	472	102.54
AAK86385.1	1278	1214.55	3371	313.233
AAK86386.1	1479	1275.97	2087	184.59
AAK86387.1	1104	861.841	2701	353.69
AAK86388.1	345	163.04	1428	988.462
AAK86389.1	450	247.611	1336	608.922
AAK86390.1	474	388.085	2048	595.565
AAK86391.1	267	102.48	63	69.3791
AAK86392.2	2088	1691.59	493	32.891
AAK86393.2	723	521.269	360	77.9411
AAK86394.2	420	319.254	142	50.197
AAK86395.2	528	292.92	766	295.124
AAK86396.2	369	183.921	318	195.128
AAK86397.1	534	311.856	440	159.23
AAK86398.1	675	599.472	360	67.7735
AAK86399.1	1764	1575.08	2633	188.657
AAK86400.2	900	719.469	179	28.078
AAK86401.2	1026	870.874	779	100.95
AAK86402.1	1362	1199.06	5414	509.571
AAK86403.2	921	660.581	601	102.677
AAK86404.1	1161	984.024	481	55.1652
AAK86405.2	1656	1536.26	1935	142.149
AAK86406.1	1089	818.137	1897	261.678
AAK86407.1	420	236.357	682	325.643
AAK86408.2	1362	1180.04	353	33.76
AAK86409.1	1821	1571.56	425	30.5199
AAK86410.2	699	449.518	3049	765.483
AAK86411.2	1476	1247.82	2421	218.962
AAK86412.1	1287	1013.81	692	77.0328
AAK86413.1	1440	1164.61	2248	217.841
AAK86414.2	1185	1003.83	62	6.97037
AAK86415.2	348	165.595	537	365.976
AAK86416.1	873	721.744	193	30.1787
AAK86417.2	258	96.3051	107	125.389
AAK86418.2	1290	1043.82	108	11.6768
AAK86419.1	1416	1243.93	121	10.9778
AAK86420.1	1098	963.347	8457	990.739
AAK86421.1	1158	928.412	450	54.7013
AAK86422.2	909	725.796	600	93.2958
AAK86423.1	813	612.629	544	100.214
AAK86424.2	1581	1401.67	253	20.3705
AAK86425.1	3828	3474.08	4094	132.994
AAK86427.1	1701	1445.98	920	71.8043
AAK86428.2	741	519.918	194	42.1107
AAK86429.2	1398	1116.35	101	10.2105
AAK86430.2	984	744.395	366	55.4885
AAL41639.2	159	40.4258	30	83.7508
AAK86431.2	1374	1090.61	83	8.58884
AAK86432.1	420	272.59	33	13.6625
AAK86433.1	1029	840.72	284	38.1235
AAK86434.2	876	633.292	113	20.1372
AAK86435.1	1356	1118.55	77	7.76892
AAK86436.1	678	488.584	199	45.9663
AAK86437.2	270	104.58	10	10.7914
AAK86438.1	570	369.687	152	46.4018
AAK86439.1	900	710.464	333	52.8966
AAK86440.2	1845	1472.89	3264	250.096
AAK86441.2	1017	778.313	1506	218.372
AAK86442.1	297	123.76	65	59.273
AAK86443.1	711	455.783	41	10.152
AAK86444.2	783	544.838	435	90.1047
AAK86445.1	195	57.8726	331	645.477
AAK86446.2	933	816.226	531	73.4193
AAK86447.2	318	140.496	1057	849.059
AAK86448.1	552	335.533	558	187.683
AAK86449.1	1278	1074.07	349	36.6706
AAK86450.2	1938	1658.21	738	50.2276
AAK86451.1	2154	1901.58	542	32.167
AAK86452.2	495	276.149	40	16.3472
AAK86453.2	1824	1560.66	768	55.5367
AAK86454.2	510	308.364	582	213.003
AAK86455.2	1272	988.786	61	6.96231
AAK86456.2	2325	1946.73	481	27.8847
AAK86457.1	1257	1007.75	810	90.7102
AAK86458.2	801	582.201	199	38.575
AAK86459.1	954	842.124	246	32.9674
AAK86460.1	567	346.078	672	219.14
AAK86461.1	2439	2158.42	2567	134.219
AAK86462.1	951	752.547	522	78.2821
AAK86463.2	294	121.421	79	73.4278
AAK86464.1	1374	1201.23	285	26.776
AAK86465.2	720	513.649	101	22.1912
AAK86466.2	1506	1291.08	213	18.6188
AAK86467.1	480	247.177	1146	523.242
AAK86468.1	747	537.427	2054	431.327
AAK86469.2	1338	1099.5	6199	636.285
AAK86470.1	774	550.39	308	63.1547
AAK86471.1	1275	1093.56	189	19.505
AAK86472.2	900	694.27	145	23.5703
AAK86473.2	1434	1186.6	1920	182.609
AAK86474.2	1203	890.411	300	38.0239
AAK86475.1	1302	1146.13	308	30.3279
AAK86476.1	660	450.687	37	9.26514
AAK86477.2	777	543.871	466	96.6976
AAK86478.2	630	385.399	93	27.2331
